# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	30156	32555	-	MJEBLD_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMH8
contig_1	cds	32632	33150	+	MJEBLD_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMH9
contig_1	cds	33234	34400	+	MJEBLD_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI0
contig_1	cds	34476	35591	+	MJEBLD_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI1
contig_1	cds	35620	36012	-	MJEBLD_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI2
contig_1	cds	36022	36210	-	MJEBLD_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI3
contig_1	cds	36509	36973	+	MJEBLD_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI4
contig_1	cds	37081	37848	+	MJEBLD_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI5
contig_1	cds	37845	37967	+	MJEBLD_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI6
contig_1	cds	38149	40431	+	MJEBLD_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMI8
contig_1	tRNA	40439	40515	-	MJEBLD_00036	74.6	-	-	-	-	-
contig_1	cds	40641	41180	-	MJEBLD_00037	340.0	3.2e-118	1.0	0.994	1.0	UniRef:UniRef90_K7YUK7
contig_1	cds	41155	41517	-	MJEBLD_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K7ZFA2
contig_1	cds	41593	44034	-	MJEBLD_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ1
contig_1	cds	44031	45056	-	MJEBLD_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ2
contig_1	cds	45168	46034	+	MJEBLD_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0000224D0B
contig_1	cds	46034	47161	+	MJEBLD_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ4
contig_1	cds	47158	47571	+	MJEBLD_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ5
contig_1	cds	47580	48335	+	MJEBLD_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ6
contig_1	cds	48373	49110	-	MJEBLD_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ7
contig_1	cds	49137	50024	-	MJEBLD_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ8
contig_1	cds	50014	50994	-	MJEBLD_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMJ9
contig_1	cds	50991	51890	-	MJEBLD_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK0
contig_1	cds	51900	53216	-	MJEBLD_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK1
contig_1	cds	53213	54256	-	MJEBLD_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK2
contig_1	cds	54306	54653	-	MJEBLD_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK3
contig_1	cds	54721	54912	-	MJEBLD_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK4
contig_1	cds	55243	63729	+	MJEBLD_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK5
contig_1	cds	63761	64783	+	MJEBLD_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK6
contig_1	cds	64858	66369	+	MJEBLD_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK7
contig_1	cds	66371	66808	-	MJEBLD_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK8
contig_1	cds	66962	67558	-	MJEBLD_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMK9
contig_1	cds	67709	69679	-	MJEBLD_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML0
contig_1	cds	69804	70496	-	MJEBLD_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML1
contig_1	cds	70678	71007	+	MJEBLD_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML2
contig_1	cds	71089	71655	-	MJEBLD_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML3
contig_1	cds	71787	72083	-	MJEBLD_00062	-	-	-	-	-	-
contig_1	cds	72116	73318	-	MJEBLD_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3N9B4
contig_1	cds	73326	73907	-	MJEBLD_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML6
contig_1	cds	73912	74436	-	MJEBLD_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML7
contig_1	cds	74436	75797	-	MJEBLD_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML8
contig_1	cds	75794	78931	-	MJEBLD_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MML9
contig_1	cds	78944	79483	-	MJEBLD_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM0
contig_1	cds	79658	81298	-	MJEBLD_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3N992
contig_1	cds	81295	82710	-	MJEBLD_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM2
contig_1	cds	82803	83618	-	MJEBLD_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM4
contig_1	cds	83684	84259	+	MJEBLD_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM3
contig_1	cds	84271	85401	+	MJEBLD_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM5
contig_1	cds	85465	86985	+	MJEBLD_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM6
contig_1	cds	87014	87583	-	MJEBLD_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM8
contig_1	cds	87759	88673	+	MJEBLD_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM7
contig_1	cds	88777	91074	+	MJEBLD_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM9
contig_1	cds	91080	92774	+	MJEBLD_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN0
contig_1	cds	92855	94072	+	MJEBLD_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN1
contig_1	cds	94123	94548	-	MJEBLD_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN2
contig_1	cds	94545	95609	-	MJEBLD_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN3
contig_1	cds	96032	96442	+	MJEBLD_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN5
contig_1	cds	96448	97032	+	MJEBLD_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN6
contig_1	cds	97029	97529	+	MJEBLD_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN7
contig_1	cds	97529	98410	+	MJEBLD_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN8
contig_1	cds	98358	99665	+	MJEBLD_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN9
contig_1	cds	99726	100961	-	MJEBLD_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP0
contig_1	cds	101123	103096	+	MJEBLD_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP1
contig_1	cds	103093	103788	+	MJEBLD_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP2
contig_1	cds	103788	104753	+	MJEBLD_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP3
contig_1	cds	104919	105350	+	MJEBLD_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP4
contig_1	cds	105477	105866	+	MJEBLD_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP5
contig_1	cds	105877	106788	+	MJEBLD_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP6
contig_1	cds	106934	107434	+	MJEBLD_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP7
contig_1	cds	107634	108938	+	MJEBLD_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP8
contig_1	cds	108935	110122	+	MJEBLD_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP9
contig_1	cds	110115	111866	+	MJEBLD_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ0
contig_1	cds	111863	112843	+	MJEBLD_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ1
contig_1	cds	112840	114588	+	MJEBLD_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ2
contig_1	cds	114585	115862	+	MJEBLD_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ3
contig_1	cds	115872	118001	+	MJEBLD_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ4
contig_1	cds	118002	120608	-	MJEBLD_00102	1651.0	0.0	0.995	1.0	0.994	UniRef:UniRef90_Q6MMQ5
contig_1	cds	120583	122799	-	MJEBLD_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ6
contig_1	cds	122931	123170	-	MJEBLD_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ7
contig_1	cds	123206	123763	-	MJEBLD_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60549
contig_1	cds	123766	124644	-	MJEBLD_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ8
contig_1	cds	124681	125607	-	MJEBLD_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ9
contig_1	cds	125607	127487	-	MJEBLD_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR0
contig_1	cds	127512	128087	-	MJEBLD_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR1
contig_1	cds	128168	129016	-	MJEBLD_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR2
contig_1	cds	128991	129686	-	MJEBLD_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR3
contig_1	cds	129730	130170	-	MJEBLD_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR5
contig_1	cds	130249	130908	+	MJEBLD_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR4
contig_1	cds	130957	132678	+	MJEBLD_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR6
contig_1	cds	132678	135014	+	MJEBLD_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR7
contig_1	cds	135070	135717	+	MJEBLD_00116	434.0	3.6e-154	1.0	0.977	0.995	UniRef:UniRef90_Q6MMR8
contig_1	cds	135760	136338	+	MJEBLD_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR9
contig_1	cds	136805	137254	-	MJEBLD_00118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P61906
contig_1	cds	137274	138542	-	MJEBLD_00119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K7ZF76
contig_1	cds	138546	140639	-	MJEBLD_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS2
contig_1	cds	140740	141009	-	MJEBLD_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS3
contig_1	cds	141140	142111	-	MJEBLD_00122	612.0	1.1e-220	0.997	0.985	0.960	UniRef:UniRef90_Q6MMS4
contig_1	cds	142056	142460	-	MJEBLD_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS5
contig_1	cds	142460	145387	-	MJEBLD_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS6
contig_1	cds	145489	146877	-	MJEBLD_00125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS7
contig_1	cds	146893	147417	-	MJEBLD_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS8
contig_1	cds	147635	148072	-	MJEBLD_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS9
contig_1	cds	148075	148704	-	MJEBLD_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT0
contig_1	cds	148861	150057	-	MJEBLD_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT1
contig_1	cds	150366	151265	+	MJEBLD_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT2
contig_1	tRNA	151384	151465	+	MJEBLD_00131	68.0	-	-	-	-	-
contig_1	cds	151645	153219	-	MJEBLD_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT3
contig_1	cds	153236	154453	-	MJEBLD_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT4
contig_1	cds	154468	155745	-	MJEBLD_00134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT5
contig_1	cds	155858	156664	-	MJEBLD_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT6
contig_1	cds	156811	157968	+	MJEBLD_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT7
contig_1	cds	158112	159878	+	MJEBLD_00137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT8
contig_1	cds	159997	161472	+	MJEBLD_00138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT9
contig_1	cds	161488	162735	+	MJEBLD_00139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU0
contig_1	cds	162728	163945	+	MJEBLD_00140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU1
contig_1	cds	163969	164601	+	MJEBLD_00141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU2
contig_1	cds	164607	165230	+	MJEBLD_00142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU3
contig_1	cds	165322	167088	+	MJEBLD_00143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU4
contig_1	cds	167200	167658	-	MJEBLD_00144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU6
contig_1	cds	167825	168955	+	MJEBLD_00145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU7
contig_1	cds	168939	169928	-	MJEBLD_00146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU8
contig_1	cds	170109	170339	+	MJEBLD_00147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU9
contig_1	cds	170391	170951	+	MJEBLD_00148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV0
contig_1	cds	170945	171901	-	MJEBLD_00149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV1
contig_1	cds	171898	172653	-	MJEBLD_00150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV2
contig_1	cds	172739	173305	-	MJEBLD_00151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV4
contig_1	cds	173445	174167	+	MJEBLD_00152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002DCCF4A
contig_1	cds	174218	176278	+	MJEBLD_00153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV5
contig_1	cds	176275	176619	-	MJEBLD_00154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV6
contig_1	cds	176875	179103	+	MJEBLD_00155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV7
contig_1	cds	179203	179598	+	MJEBLD_00156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV8
contig_1	cds	179661	180089	-	MJEBLD_00157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV9
contig_1	cds	180292	181698	-	MJEBLD_00158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW0
contig_1	cds	181737	183314	-	MJEBLD_00159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW1
contig_1	cds	183315	184532	-	MJEBLD_00160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW2
contig_1	cds	184534	185577	-	MJEBLD_00161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW3
contig_1	cds	185577	187277	-	MJEBLD_00162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW4
contig_1	cds	187325	188158	-	MJEBLD_00163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW5
contig_1	cds	188139	189083	-	MJEBLD_00164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW6
contig_1	cds	189156	191024	+	MJEBLD_00165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW7
contig_1	cds	191021	192433	+	MJEBLD_00166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW8
contig_1	cds	192420	193493	-	MJEBLD_00167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002F07903
contig_1	cds	193444	194589	-	MJEBLD_00168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX1
contig_1	cds	194701	195822	+	MJEBLD_00169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX0
contig_1	cds	195823	197007	-	MJEBLD_00170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX2
contig_1	cds	196968	197852	-	MJEBLD_00171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX3
contig_1	cds	197824	198843	-	MJEBLD_00172	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX4
contig_1	cds	198843	199991	-	MJEBLD_00173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX5
contig_1	cds	199991	200917	-	MJEBLD_00174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX6
contig_1	cds	200910	201734	-	MJEBLD_00175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX7
contig_1	cds	201793	202293	-	MJEBLD_00176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX8
contig_1	cds	202383	204737	-	MJEBLD_00177	1544.0	0.0	1.0	0.981	1.0	UniRef:UniRef90_K7YU59
contig_1	cds	204950	205633	-	MJEBLD_00178	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000302C5B6
contig_1	cds	205626	206801	-	MJEBLD_00179	723.0	4.6e-262	1.0	0.956	0.972	UniRef:UniRef90_K7YMX0
contig_1	cds	206852	207817	-	MJEBLD_00180	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY2
contig_1	cds	208278	208730	-	MJEBLD_00181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY3
contig_1	cds	208733	211147	-	MJEBLD_00182	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY4
contig_1	cds	211249	212067	+	MJEBLD_00183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY5
contig_1	cds	212426	213487	+	MJEBLD_00184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY6
contig_1	cds	213499	214119	+	MJEBLD_00185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY7
contig_1	cds	214091	214801	+	MJEBLD_00186	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY8
contig_1	cds	214857	215402	+	MJEBLD_00187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY9
contig_1	cds	215406	215909	+	MJEBLD_00188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ0
contig_1	cds	215914	219627	+	MJEBLD_00189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ1
contig_1	cds	219642	219890	+	MJEBLD_00190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ2
contig_1	cds	219906	221372	+	MJEBLD_00191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ3
contig_1	cds	221388	222152	+	MJEBLD_00192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ4
contig_1	cds	222176	224305	+	MJEBLD_00193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ5
contig_1	cds	224322	224975	+	MJEBLD_00194	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ6
contig_1	cds	225164	226813	+	MJEBLD_00195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002E2610C
contig_1	cds	226982	228634	+	MJEBLD_00196	897.0	0.0	1.0	0.984	0.989	UniRef:UniRef90_Q6MMZ8
contig_1	cds	228606	230114	-	MJEBLD_00197	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8VNZ2
contig_1	cds	230230	230493	+	MJEBLD_00198	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ9
contig_1	cds	230517	230885	-	MJEBLD_00199	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN00
contig_1	cds	230954	231964	-	MJEBLD_00200	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN02
contig_1	cds	231980	232627	-	MJEBLD_00201	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN03
contig_1	cds	232637	233800	+	MJEBLD_00202	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN04
contig_1	cds	233797	234783	+	MJEBLD_00203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN05
contig_1	cds	234845	236143	+	MJEBLD_00204	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN06
contig_1	tRNA	236298	236373	+	MJEBLD_00205	81.8	-	-	-	-	-
contig_1	tRNA	236401	236476	+	MJEBLD_00206	60.9	-	-	-	-	-
contig_1	cds	236730	237317	-	MJEBLD_00207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN07
contig_1	cds	237317	237904	-	MJEBLD_00208	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN08
contig_1	cds	238223	238576	+	MJEBLD_00209	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN09
contig_1	cds	238573	239985	-	MJEBLD_00210	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN10
contig_1	cds	239982	240818	-	MJEBLD_00211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN11
contig_1	cds	240815	241852	-	MJEBLD_00212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN12
contig_1	cds	241950	242771	+	MJEBLD_00213	535.0	3.3e-192	1.0	0.989	1.0	UniRef:UniRef90_Q6MN13
contig_1	cds	242774	243214	-	MJEBLD_00214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN14
contig_1	cds	243211	244125	-	MJEBLD_00215	592.0	3.0e-213	1.0	0.930	1.0	UniRef:UniRef90_Q6MN15
contig_1	cds	244475	252205	+	MJEBLD_00216	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN16
contig_1	cds	252277	255108	+	MJEBLD_00217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN17
contig_1	cds	255151	255825	-	MJEBLD_00218	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN18
contig_1	cds	256131	259286	+	MJEBLD_00219	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN19
