# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	41593	44034	-	MJEBLD_00039	pheT	phenylalanine--tRNA ligase subunit beta	COG:COG0073, COG:J, EC:6.1.1.20, GO:0000049, GO:0000287, GO:0004826, GO:0005524, GO:0006432, GO:0009328, RefSeq:WP_011164115.1, SO:0001217, UniParc:UPI0000224D0D, UniRef:UniRef100_Q6MMJ1, UniRef:UniRef50_Q6MMJ1, UniRef:UniRef90_Q6MMJ1
contig_1	cds	44031	45056	-	MJEBLD_00040	pheS	phenylalanine--tRNA ligase subunit alpha	COG:COG0016, COG:J, EC:6.1.1.20, GO:0000049, GO:0000166, GO:0000287, GO:0004826, GO:0005524, GO:0005737, GO:0006432, RefSeq:WP_011164114.1, SO:0001217, UniParc:UPI0000224D0C, UniRef:UniRef100_Q6MMJ2, UniRef:UniRef50_Q6MMJ2, UniRef:UniRef90_Q6MMJ2
contig_1	cds	45168	46034	+	MJEBLD_00041	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	COG:COG0357, COG:J, EC:2.1.1.170, GO:0008168, GO:0031167, GO:0046118, KEGG:K03501, RefSeq:WP_011164113.1, SO:0001217, UniParc:UPI0000224D0B, UniRef:UniRef100_UPI0000224D0B, UniRef:UniRef50_Q6MMJ3, UniRef:UniRef90_K7Z9R9
contig_1	cds	46034	47161	+	MJEBLD_00042	ompR	Putative response regulator	COG:COG0745, COG:TK, RefSeq:WP_011164112.1, SO:0001217, UniParc:UPI0000224D0A, UniRef:UniRef100_Q6MMJ4, UniRef:UniRef50_A0A161PR58, UniRef:UniRef90_K7YUK2
contig_1	cds	47158	47571	+	MJEBLD_00043		hypothetical protein	RefSeq:WP_011164111.1, SO:0001217, UniParc:UPI0000224D09, UniRef:UniRef100_Q6MMJ5, UniRef:UniRef50_Q6MMJ5, UniRef:UniRef90_Q6MMJ5
contig_1	cds	47580	48335	+	MJEBLD_00044	spoU	23S rRNA methyltransferase	COG:COG0566, COG:J, RefSeq:WP_011164110.1, SO:0001217, UniParc:UPI0000224D08, UniRef:UniRef100_Q6MMJ6, UniRef:UniRef50_Q6MMJ6, UniRef:UniRef90_Q6MMJ6
contig_1	cds	48373	49110	-	MJEBLD_00045	alkD	DNA alkylation repair protein	COG:COG4912, COG:L, RefSeq:WP_011164109.1, SO:0001217, UniParc:UPI0000224D07, UniRef:UniRef100_Q6MMJ7, UniRef:UniRef50_Q6MMJ7, UniRef:UniRef90_Q6MMJ7
contig_1	cds	49137	50024	-	MJEBLD_00046	eRG12	GHMP kinase N-terminal domain-containing protein	COG:COG1577, COG:I, RefSeq:WP_011164108.1, SO:0001217, UniParc:UPI0000224D06, UniRef:UniRef100_Q6MMJ8, UniRef:UniRef50_K7Z9R5, UniRef:UniRef90_K7Z9R5
contig_1	cds	50014	50994	-	MJEBLD_00047	mvaD	diphosphomevalonate decarboxylase	COG:COG3407, COG:I, EC:4.1.1.33, GO:0004163, GO:0005829, GO:0019287, RefSeq:WP_011164107.1, SO:0001217, UniParc:UPI0000224D05, UniRef:UniRef100_Q6MMJ9, UniRef:UniRef50_A0A514WVE6, UniRef:UniRef90_K7YUJ6
contig_1	cds	50991	51890	-	MJEBLD_00048		Mevalonate kinase	RefSeq:WP_011164106.1, SO:0001217, UniParc:UPI0000224D04, UniRef:UniRef100_Q6MMK0, UniRef:UniRef50_K7ZF99, UniRef:UniRef90_K7ZF99
contig_1	cds	51900	53216	-	MJEBLD_00049	hMG1	hydroxymethylglutaryl-CoA reductase, degradative	COG:COG1257, COG:I, EC:1.1.1.88, GO:0004420, GO:0015936, GO:0016616, KEGG:K00054, RefSeq:WP_011164105.1, SO:0001217, UniParc:UPI0000224D03, UniRef:UniRef100_Q6MMK1, UniRef:UniRef50_M4VCF5, UniRef:UniRef90_Q6MMK1
contig_1	cds	53213	54256	-	MJEBLD_00050	fni	type 2 isopentenyl-diphosphate Delta-isomerase	COG:CIR, COG:COG1304, EC:5.3.3.2, GO:0000287, GO:0004452, GO:0005737, GO:0008299, GO:0010181, GO:0016491, GO:0070402, RefSeq:WP_011164104.1, SO:0001217, UniParc:UPI0000224D02, UniRef:UniRef100_Q6MMK2, UniRef:UniRef50_Q6MMK2, UniRef:UniRef90_Q6MMK2
contig_1	cds	54306	54653	-	MJEBLD_00051	rplT	50S ribosomal protein L20	COG:COG0292, COG:J, GO:0000027, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_011164103.1, SO:0001217, UniParc:UPI0000224D01, UniRef:UniRef100_Q6MMK3, UniRef:UniRef50_Q89WI0, UniRef:UniRef90_Q6MMK3
contig_1	cds	54721	54912	-	MJEBLD_00052	rpmI	50S ribosomal protein L35	COG:COG0291, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_011164102.1, SO:0001217, UniParc:UPI0000224D00, UniRef:UniRef100_Q6MMK4, UniRef:UniRef50_Q6MMK4, UniRef:UniRef90_Q6MMK4
contig_1	cds	55243	63729	+	MJEBLD_00053	aTS1	Putative RTX family exoprotein	COG:COG5184, COG:DZ, RefSeq:WP_011164101.1, SO:0001217, UniParc:UPI0000224CFF, UniRef:UniRef100_Q6MMK5, UniRef:UniRef50_Q6MMK5, UniRef:UniRef90_Q6MMK5
contig_1	cds	63761	64783	+	MJEBLD_00054	fes	putative Enterochelin esterase	COG:COG2382, COG:P, RefSeq:WP_011164100.1, SO:0001217, UniParc:UPI0000224CFE, UniRef:UniRef100_Q6MMK6, UniRef:UniRef50_A0A254Q974, UniRef:UniRef90_Q6MMK6
contig_1	cds	64858	66369	+	MJEBLD_00055		Acetyl-CoA hydrolase/transferase family protein	EC:2.8.3.18, KEGG:K18118, SO:0001217, UniParc:UPI0005A05171, UniRef:UniRef100_Q6MMK7, UniRef:UniRef50_A0A2S5CVM7, UniRef:UniRef90_Q6MMK7
contig_1	cds	66371	66808	-	MJEBLD_00056	dtd	D-aminoacyl-tRNA deacylase	COG:COG1490, COG:J, EC:3.1.1.96, GO:0000049, GO:0004045, GO:0005737, GO:0008152, GO:0019478, GO:0043908, GO:0051500, GO:0106026, KEGG:K07560, RefSeq:WP_011164098.1, SO:0001217, UniParc:UPI0000224CFC, UniRef:UniRef100_Q6MMK8, UniRef:UniRef50_A6LG62, UniRef:UniRef90_Q6MMK8
contig_1	cds	66962	67558	-	MJEBLD_00057	infC	translation initiation factor IF-3	COG:COG0290, COG:J, GO:0003743, GO:0006413, RefSeq:WP_038448920.1, SO:0001217, UniParc:UPI0005710152, UniRef:UniRef100_Q6MMK9, UniRef:UniRef50_M4VCF9, UniRef:UniRef90_K7YX52
contig_1	cds	67709	69679	-	MJEBLD_00058	thrS	threonine--tRNA ligase	COG:COG0441, COG:J, EC:6.1.1.3, GO:0000049, GO:0004829, GO:0005524, GO:0005737, GO:0006435, GO:0046872, KEGG:K01868, RefSeq:WP_011164096.1, SO:0001217, UniParc:UPI0000224CFA, UniRef:UniRef100_Q6MML0, UniRef:UniRef50_Q6MML0, UniRef:UniRef90_Q6MML0
contig_1	cds	69804	70496	-	MJEBLD_00059	pilZ	PilZ domain-containing protein	RefSeq:WP_011164095.1, SO:0001217, UniParc:UPI0000224CF9, UniRef:UniRef100_Q6MML1, UniRef:UniRef50_Q6MML1, UniRef:UniRef90_Q6MML1
contig_1	cds	70678	71007	+	MJEBLD_00060		Late embryogenesis abundant protein	RefSeq:WP_011164094.1, SO:0001217, UniParc:UPI0000224CF8, UniRef:UniRef100_Q6MML2, UniRef:UniRef50_K7ZF95, UniRef:UniRef90_Q6MML2
contig_1	cds	71089	71655	-	MJEBLD_00061		hypothetical protein	RefSeq:WP_011164093.1, SO:0001217, UniParc:UPI0000224CF7, UniRef:UniRef100_Q6MML3, UniRef:UniRef50_Q6MML3, UniRef:UniRef90_Q6MML3
contig_1	cds	71787	72083	-	MJEBLD_00062		hypothetical protein	
contig_1	cds	72116	73318	-	MJEBLD_00063		Putative molybdopterin oxidoreductase	RefSeq:WP_011164091.1, SO:0001217, UniParc:UPI0000224CF5, UniRef:UniRef100_A0A1Z3N9B4, UniRef:UniRef50_M4V929, UniRef:UniRef90_K7YX48
contig_1	cds	73326	73907	-	MJEBLD_00064	cccA	Cytochrome c domain-containing protein	COG:C, COG:COG2010, RefSeq:WP_011164090.1, SO:0001217, UniParc:UPI0000224CF4, UniRef:UniRef100_Q6MML6, UniRef:UniRef50_A0A3T0RR08, UniRef:UniRef90_Q6MML6
contig_1	cds	73912	74436	-	MJEBLD_00065		Iron ABC transporter	RefSeq:WP_011164089.1, SO:0001217, UniParc:UPI0000224CF3, UniRef:UniRef100_Q6MML7, UniRef:UniRef50_M4VB70, UniRef:UniRef90_Q6MML7
contig_1	cds	74436	75797	-	MJEBLD_00066	hybB	Molybdopterin oxidoreductase	COG:C, COG:COG5557, RefSeq:WP_011164088.1, SO:0001217, UniParc:UPI0000224CF2, UniRef:UniRef100_Q6MML8, UniRef:UniRef50_F0IDK0, UniRef:UniRef90_Q6MML8
contig_1	cds	75794	78931	-	MJEBLD_00067	hybA	Molybdopterin oxidoreductase, iron-sulfur binding subunit	COG:C, COG:COG0437, RefSeq:WP_050792907.1, SO:0001217, UniParc:UPI0002FB6F00, UniRef:UniRef100_Q6MML9, UniRef:UniRef50_Q6MML9, UniRef:UniRef90_Q6MML9
contig_1	cds	78944	79483	-	MJEBLD_00068		Cytochrome c3	RefSeq:WP_231839315.1, SO:0001217, UniParc:UPI000A532BED, UniRef:UniRef100_Q6MMM0, UniRef:UniRef50_Q6MMM0, UniRef:UniRef90_Q6MMM0
contig_1	cds	79658	81298	-	MJEBLD_00069	ccmC	Cytochrome C-type biogenesis protein	COG:COG0755, COG:O, RefSeq:WP_011164085.1, SO:0001217, UniParc:UPI0000224CEF, UniRef:UniRef100_A0A1Z3N992, UniRef:UniRef50_A0A923V4X1, UniRef:UniRef90_K7Z9P6
contig_1	cds	81295	82710	-	MJEBLD_00070		Putative cytochrome c biogenesis protein	RefSeq:WP_011164084.1, SO:0001217, UniParc:UPI0000224CEE, UniRef:UniRef100_Q6MMM2, UniRef:UniRef50_K7YUH4, UniRef:UniRef90_K7YUH4
contig_1	cds	82803	83618	-	MJEBLD_00071	hutG	Putative formiminoglutamase	COG:COG3741, COG:E, RefSeq:WP_050792906.1, SO:0001217, UniParc:UPI0002E3128B, UniRef:UniRef100_Q6MMM4, UniRef:UniRef50_M4VCG9, UniRef:UniRef90_Q6MMM4
contig_1	cds	83684	84259	+	MJEBLD_00072	pduO	Corrinoid adenosyltransferase	COG:COG2096, COG:H, RefSeq:WP_038448910.1, SO:0001217, UniParc:UPI0002FEF4A2, UniRef:UniRef100_Q6MMM3, UniRef:UniRef50_M4V8K4, UniRef:UniRef90_K7YN85
contig_1	cds	84271	85401	+	MJEBLD_00073		N-acetyltransferase domain-containing protein	RefSeq:WP_011164081.1, SO:0001217, UniParc:UPI0000224CEB, UniRef:UniRef100_Q6MMM5, UniRef:UniRef50_Q6MMM5, UniRef:UniRef90_Q6MMM5
contig_1	cds	85465	86985	+	MJEBLD_00074		hypothetical protein	SO:0001217, UniParc:UPI0000224CEA, UniRef:UniRef100_Q6MMM6, UniRef:UniRef50_Q6MMM6, UniRef:UniRef90_Q6MMM6
contig_1	cds	87014	87583	-	MJEBLD_00075		DUF4435 domain-containing protein	RefSeq:WP_144313811.1, SO:0001217, UniParc:UPI000A6380C7, UniRef:UniRef100_Q6MMM8, UniRef:UniRef50_Q6MMM8, UniRef:UniRef90_Q6MMM8
contig_1	cds	87759	88673	+	MJEBLD_00076	gspC	type II secretion system protein GspC	COG:COG3031, COG:NU, RefSeq:WP_011164078.1, SO:0001217, UniParc:UPI0000224CE9, UniRef:UniRef100_Q6MMM7, UniRef:UniRef50_A0A150WBK5, UniRef:UniRef90_Q6MMM7
contig_1	cds	88777	91074	+	MJEBLD_00077	gspD	type II secretion system secretin GspD	COG:COG1450, COG:NU, GO:0015627, GO:0015628, GO:0019867, RefSeq:WP_011164077.1, SO:0001217, UniParc:UPI0000224CE7, UniRef:UniRef100_Q6MMM9, UniRef:UniRef50_K7YX34, UniRef:UniRef90_K7YX34
contig_1	cds	91080	92774	+	MJEBLD_00078	gspE	type II secretion system ATPase GspE	COG:COG2804, COG:NU, GO:0005524, GO:0015627, GO:0015628, RefSeq:WP_011164076.1, SO:0001217, UniParc:UPI0000224CE6, UniRef:UniRef100_Q6MMN0, UniRef:UniRef50_A0A1W9I082, UniRef:UniRef90_K7Z9N8
contig_1	cds	92855	94072	+	MJEBLD_00079	gspF	type II secretion system inner membrane protein GspF	COG:COG1459, COG:NU, GO:0015627, GO:0015628, RefSeq:WP_011164075.1, SO:0001217, UniParc:UPI0000224CE5, UniRef:UniRef100_Q6MMN1, UniRef:UniRef50_A0A1W9HZF2, UniRef:UniRef90_Q6MMN1
contig_1	cds	94123	94548	-	MJEBLD_00080		Lipoprotein	RefSeq:WP_011164074.1, SO:0001217, UniParc:UPI0000224CE4, UniRef:UniRef100_Q6MMN2, UniRef:UniRef50_K7ZF89, UniRef:UniRef90_K7ZF89
contig_1	cds	94545	95609	-	MJEBLD_00081		hypothetical protein	RefSeq:WP_231839312.1, SO:0001217, UniParc:UPI001E3E98EC, UniRef:UniRef100_Q6MMN3, UniRef:UniRef50_Q6MMN3, UniRef:UniRef90_Q6MMN3
contig_1	cds	96032	96442	+	MJEBLD_00082	gspG	type II secretion system major pseudopilin GspG	COG:COG2165, COG:NU, GO:0015627, GO:0015628, RefSeq:WP_011164071.1, SO:0001217, UniParc:UPI0000224CE1, UniRef:UniRef100_Q6MMN5, UniRef:UniRef50_A0A849WMZ5, UniRef:UniRef90_Q6MMN5
contig_1	cds	96448	97032	+	MJEBLD_00083	gspH	Type II secretion system protein GspH	COG:COG2165, COG:NU, KEGG:K02457, RefSeq:WP_011164070.1, SO:0001217, UniParc:UPI0000224CE0, UniRef:UniRef100_Q6MMN6, UniRef:UniRef50_Q6MMN6, UniRef:UniRef90_Q6MMN6
contig_1	cds	97029	97529	+	MJEBLD_00084	gspO	Putative general secretion pathway protein I	COG:COG2165, COG:NU, RefSeq:WP_011164069.1, SO:0001217, UniParc:UPI0000224CDF, UniRef:UniRef100_Q6MMN7, UniRef:UniRef50_Q6MMN7, UniRef:UniRef90_Q6MMN7
contig_1	cds	97529	98410	+	MJEBLD_00085	gspO	Type II secretion system protein J	COG:COG2165, COG:NU, RefSeq:WP_041583511.1, SO:0001217, UniParc:UPI000303B46A, UniRef:UniRef100_Q6MMN8, UniRef:UniRef50_A0A514XHB4, UniRef:UniRef90_K7YN67
contig_1	cds	98358	99665	+	MJEBLD_00086	gspK	General secretion pathway protein GspK	COG:COG3156, COG:U, RefSeq:WP_231839311.1, SO:0001217, UniParc:UPI001E4C349A, UniRef:UniRef100_Q6MMN9, UniRef:UniRef50_A0A952TH97, UniRef:UniRef90_A0A1Z3NDF9
contig_1	cds	99726	100961	-	MJEBLD_00087		hypothetical protein	RefSeq:WP_011164066.1, SO:0001217, UniParc:UPI0000224CDC, UniRef:UniRef100_Q6MMP0, UniRef:UniRef50_K7Z9M7, UniRef:UniRef90_Q6MMP0
contig_1	cds	101123	103096	+	MJEBLD_00088	gspL	Putative type 4 fimbrial biogenesis protein PilM	COG:COG4972, COG:NU, KEGG:K02662, SO:0001217, UniParc:UPI0000224CDB, UniRef:UniRef100_Q6MMP1, UniRef:UniRef50_Q6MMP1, UniRef:UniRef90_Q6MMP1
contig_1	cds	103093	103788	+	MJEBLD_00089	gspM	General secretion pathway protein GspM	RefSeq:WP_011164064.1, SO:0001217, UniParc:UPI0000224CDA, UniRef:UniRef100_Q6MMP2, UniRef:UniRef50_A0A4Q6BJ51, UniRef:UniRef90_K7ZF86
contig_1	cds	103788	104753	+	MJEBLD_00090	gspN	type II secretion system protein GspN	GO:0015628, RefSeq:WP_011164063.1, SO:0001217, UniParc:UPI0000224CD9, UniRef:UniRef100_Q6MMP3, UniRef:UniRef50_Q6MMP3, UniRef:UniRef90_Q6MMP3
contig_1	cds	104919	105350	+	MJEBLD_00091	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, RefSeq:WP_011164062.1, SO:0001217, UniParc:UPI0000224CD8, UniRef:UniRef100_Q6MMP4, UniRef:UniRef50_A0A833N1N0, UniRef:UniRef90_Q6MMP4
