# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	88247	89767	+	DLEPHM_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM6
contig_2	cds	89796	90365	-	DLEPHM_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM8
contig_2	cds	90541	91455	+	DLEPHM_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM7
contig_2	cds	91559	93856	+	DLEPHM_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMM9
contig_2	cds	93862	95556	+	DLEPHM_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN0
contig_2	cds	95637	96854	+	DLEPHM_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN1
contig_2	cds	96905	97330	-	DLEPHM_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN2
contig_2	cds	97327	98391	-	DLEPHM_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN3
contig_2	cds	98814	99224	+	DLEPHM_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN5
contig_2	cds	99230	99814	+	DLEPHM_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN6
contig_2	cds	99811	100311	+	DLEPHM_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN7
contig_2	cds	100311	101192	+	DLEPHM_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN8
contig_2	cds	101140	102447	+	DLEPHM_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMN9
contig_2	cds	102508	103743	-	DLEPHM_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP0
contig_2	cds	103905	105878	+	DLEPHM_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP1
contig_2	cds	105875	106570	+	DLEPHM_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP2
contig_2	cds	106570	107535	+	DLEPHM_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP3
contig_2	cds	107701	108132	+	DLEPHM_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP4
contig_2	cds	108259	108648	+	DLEPHM_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP5
contig_2	cds	108659	109570	+	DLEPHM_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP6
contig_2	cds	109716	110216	+	DLEPHM_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP7
contig_2	cds	110416	111720	+	DLEPHM_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP8
contig_2	cds	111717	112904	+	DLEPHM_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMP9
contig_2	cds	112897	114648	+	DLEPHM_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ0
contig_2	cds	114645	115625	+	DLEPHM_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ1
contig_2	cds	115622	117370	+	DLEPHM_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ2
contig_2	cds	117367	118644	+	DLEPHM_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ3
contig_2	cds	118654	120783	+	DLEPHM_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ4
contig_2	cds	120784	123390	-	DLEPHM_00105	1651.0	0.0	0.995	1.0	0.994	UniRef:UniRef90_Q6MMQ5
contig_2	cds	123365	125581	-	DLEPHM_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ6
contig_2	cds	125713	125952	-	DLEPHM_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ7
contig_2	cds	125988	126545	-	DLEPHM_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60549
contig_2	cds	126548	127426	-	DLEPHM_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ8
contig_2	cds	127463	128389	-	DLEPHM_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMQ9
contig_2	cds	128389	130269	-	DLEPHM_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR0
contig_2	cds	130294	130869	-	DLEPHM_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR1
contig_2	cds	130950	131798	-	DLEPHM_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR2
contig_2	cds	131773	132468	-	DLEPHM_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR3
contig_2	cds	132512	132952	-	DLEPHM_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR5
contig_2	cds	133031	133690	+	DLEPHM_00116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR4
contig_2	cds	133739	135460	+	DLEPHM_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR6
contig_2	cds	135460	137796	+	DLEPHM_00118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR7
contig_2	cds	137852	138499	+	DLEPHM_00119	434.0	3.6e-154	1.0	0.977	0.995	UniRef:UniRef90_Q6MMR8
contig_2	cds	138542	139120	+	DLEPHM_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMR9
contig_2	cds	139587	140036	-	DLEPHM_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P61906
contig_2	cds	140056	141324	-	DLEPHM_00122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K7ZF76
contig_2	cds	141328	143421	-	DLEPHM_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS2
contig_2	cds	143522	143791	-	DLEPHM_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS3
contig_2	cds	143922	144893	-	DLEPHM_00125	612.0	1.1e-220	0.997	0.985	0.960	UniRef:UniRef90_Q6MMS4
contig_2	cds	144838	145242	-	DLEPHM_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS5
contig_2	cds	145242	148127	-	DLEPHM_00127	1621.0	0.0	1.0	0.986	1.0	UniRef:UniRef90_Q6MMS6
contig_2	cds	148271	149659	-	DLEPHM_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS7
contig_2	cds	149675	150199	-	DLEPHM_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS8
contig_2	cds	150417	150854	-	DLEPHM_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMS9
contig_2	cds	150857	151486	-	DLEPHM_00131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT0
contig_2	cds	151643	152839	-	DLEPHM_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT1
contig_2	cds	153148	154047	+	DLEPHM_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT2
contig_2	tRNA	154166	154247	+	DLEPHM_00134	68.0	-	-	-	-	-
contig_2	cds	154427	156001	-	DLEPHM_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT3
contig_2	cds	156018	157235	-	DLEPHM_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT4
contig_2	cds	157250	158527	-	DLEPHM_00137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT5
contig_2	cds	158640	159446	-	DLEPHM_00138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT6
contig_2	cds	159593	160750	+	DLEPHM_00139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT7
contig_2	cds	160894	162660	+	DLEPHM_00140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT8
contig_2	cds	162779	164254	+	DLEPHM_00141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMT9
contig_2	cds	164270	165517	+	DLEPHM_00142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU0
contig_2	cds	165510	166727	+	DLEPHM_00143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU1
contig_2	cds	166751	167383	+	DLEPHM_00144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU2
contig_2	cds	167389	168012	+	DLEPHM_00145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU3
contig_2	cds	168104	169870	+	DLEPHM_00146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU4
contig_2	cds	169982	170440	-	DLEPHM_00147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU6
contig_2	cds	170607	171737	+	DLEPHM_00148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU7
contig_2	cds	171721	172710	-	DLEPHM_00149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU8
contig_2	cds	172891	173121	+	DLEPHM_00150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMU9
contig_2	cds	173173	173733	+	DLEPHM_00151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV0
contig_2	cds	173727	174683	-	DLEPHM_00152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV1
contig_2	cds	174680	175435	-	DLEPHM_00153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV2
contig_2	cds	175521	176087	-	DLEPHM_00154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV4
contig_2	cds	176227	176949	+	DLEPHM_00155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002DCCF4A
contig_2	cds	177000	179060	+	DLEPHM_00156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV5
contig_2	cds	179057	179401	-	DLEPHM_00157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV6
contig_2	cds	179657	181885	+	DLEPHM_00158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV7
contig_2	cds	181985	182380	+	DLEPHM_00159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV8
contig_2	cds	182443	182871	-	DLEPHM_00160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMV9
contig_2	cds	183074	184480	-	DLEPHM_00161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW0
contig_2	cds	184519	186096	-	DLEPHM_00162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW1
contig_2	cds	186097	187314	-	DLEPHM_00163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW2
contig_2	cds	187316	188359	-	DLEPHM_00164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW3
contig_2	cds	188359	190059	-	DLEPHM_00165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW4
contig_2	cds	190107	190940	-	DLEPHM_00166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW5
contig_2	cds	190921	191865	-	DLEPHM_00167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW6
contig_2	cds	191938	193806	+	DLEPHM_00168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW7
contig_2	cds	193803	195215	+	DLEPHM_00169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMW8
contig_2	cds	195202	196275	-	DLEPHM_00170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002F07903
contig_2	cds	196226	197371	-	DLEPHM_00171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX1
contig_2	cds	197483	198604	+	DLEPHM_00172	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX0
contig_2	cds	198605	199789	-	DLEPHM_00173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX2
contig_2	cds	199750	200634	-	DLEPHM_00174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX3
contig_2	cds	200606	201625	-	DLEPHM_00175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX4
contig_2	cds	201625	202773	-	DLEPHM_00176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX5
contig_2	cds	202773	203699	-	DLEPHM_00177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX6
contig_2	cds	203692	204516	-	DLEPHM_00178	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX7
contig_2	cds	204575	205075	-	DLEPHM_00179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMX8
contig_2	cds	205165	207519	-	DLEPHM_00180	1544.0	0.0	1.0	0.981	1.0	UniRef:UniRef90_K7YU59
contig_2	cds	207732	208415	-	DLEPHM_00181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000302C5B6
contig_2	cds	208408	209583	-	DLEPHM_00182	723.0	4.6e-262	1.0	0.956	0.972	UniRef:UniRef90_K7YMX0
contig_2	cds	209634	210599	-	DLEPHM_00183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY2
contig_2	cds	211060	211512	-	DLEPHM_00184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY3
contig_2	cds	211515	213929	-	DLEPHM_00185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY4
contig_2	cds	214031	214849	+	DLEPHM_00186	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY5
contig_2	cds	215208	216269	+	DLEPHM_00187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY6
contig_2	cds	216281	216901	+	DLEPHM_00188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY7
contig_2	cds	216873	217583	+	DLEPHM_00189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY8
contig_2	cds	217639	218184	+	DLEPHM_00190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMY9
contig_2	cds	218188	218691	+	DLEPHM_00191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ0
contig_2	cds	218696	222409	+	DLEPHM_00192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ1
contig_2	cds	222424	222672	+	DLEPHM_00193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ2
contig_2	cds	222688	224154	+	DLEPHM_00194	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ3
contig_2	cds	224170	224934	+	DLEPHM_00195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ4
contig_2	cds	224958	227087	+	DLEPHM_00196	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ5
contig_2	cds	227104	227757	+	DLEPHM_00197	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ6
contig_2	cds	227946	229595	+	DLEPHM_00198	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002E2610C
contig_2	cds	229764	231416	+	DLEPHM_00199	897.0	0.0	1.0	0.984	0.989	UniRef:UniRef90_Q6MMZ8
contig_2	cds	231388	232896	-	DLEPHM_00200	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8VNZ2
contig_2	cds	233012	233275	+	DLEPHM_00201	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MMZ9
contig_2	cds	233299	233667	-	DLEPHM_00202	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN00
contig_2	cds	233736	234746	-	DLEPHM_00203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN02
contig_2	cds	234762	235409	-	DLEPHM_00204	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN03
contig_2	cds	235419	236582	+	DLEPHM_00205	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN04
contig_2	cds	236579	237565	+	DLEPHM_00206	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN05
contig_2	cds	237627	238925	+	DLEPHM_00207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN06
contig_2	tRNA	239080	239155	+	DLEPHM_00208	81.8	-	-	-	-	-
contig_2	tRNA	239183	239258	+	DLEPHM_00209	60.9	-	-	-	-	-
contig_2	cds	239512	240099	-	DLEPHM_00210	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN07
contig_2	cds	240099	240686	-	DLEPHM_00211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN08
contig_2	cds	241005	241358	+	DLEPHM_00212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN09
contig_2	cds	241355	242767	-	DLEPHM_00213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN10
contig_2	cds	242764	243600	-	DLEPHM_00214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN11
contig_2	cds	243597	244634	-	DLEPHM_00215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN12
contig_2	cds	244732	245553	+	DLEPHM_00216	535.0	3.3e-192	1.0	0.989	1.0	UniRef:UniRef90_Q6MN13
contig_2	cds	245556	245996	-	DLEPHM_00217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN14
contig_2	cds	245993	246907	-	DLEPHM_00218	592.0	3.0e-213	1.0	0.930	1.0	UniRef:UniRef90_Q6MN15
contig_2	cds	247257	254987	+	DLEPHM_00219	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MN16
